id,ms,date,puzzle,scramble,plus2,dnf
NEl7aO-Op,17204,2020-12-06T10:47:20.500Z,3x3x3,"F' D L2 F' D L' B R2 U' R F2 R2 U' B2 U' L2 U L2 D F2",,
zP4fALIel,21504,2020-12-06T10:49:36.015Z,3x3x3,"B2 R2 U' L2 D B2 R2 U' B2 R2 U2 L' R2 U2 L D' B' F U L' R2",,
AsE9cyrz5,19205,2020-12-06T10:50:12.660Z,3x3x3,"B' L U' D L2 B R U2 F R U' L2 F2 U' B2 U R2 U B2 U' B2",,
rOls0a_Cd,16472,2020-12-06T10:51:58.108Z,3x3x3,"B2 R2 D2 F' R2 D2 U2 B' U2 F2 L2 R B U' B2 L2 B' L F D U",,
QZESlLxRy,26122,2020-12-06T10:52:45.436Z,3x3x3,"B2 L2 B' R2 U2 B' U2 F D2 U2 F' U' B F2 R U' L F U2 L2 D'",,
Nc6kSu_Qx,20372,2020-12-06T10:53:31.189Z,3x3x3,"R D' L' D' L B2 L2 U' B U L2 U R2 U F2 D2 R2 U B2",,
vWXE75-rc,23103,2020-12-06T10:54:22.224Z,3x3x3,"D F2 R2 B2 F2 U' L2 B2 U2 B2 D F U L' B F D L' F L'",,
6yA43P_lT,20526,2020-12-06T10:55:06.332Z,3x3x3,"D' R2 D2 F2 U B2 F2 U' R2 U2 L2 F L2 U B F R' D' U L U'",,
p0whCHFz4,19474,2020-12-06T10:55:48.575Z,3x3x3,"R2 U2 L2 B' L2 F L2 B2 R2 U2 B R B2 F' R' U L2 R U B D'",,
7G9c2C-Kl,17685,2020-12-06T10:56:29.183Z,3x3x3,"L2 U F2 L2 D L2 U B2 D' B2 D' L' U2 B' U F2 L U' L' D' U2",,
CdQwJsUN9,22203,2020-12-06T10:57:20.669Z,3x3x3,"U' B2 L U' B' U2 L2 F L2 D2 B2 R U2 L' B2 R' D2 L",,
Jw1zsiuoN,20896,2020-12-06T10:58:03.552Z,3x3x3,"F2 U L2 U' F2 D2 F2 L2 F2 D L2 F' U L R D' B U' F D2 U'",,
s2fNWt29I,21024,2020-12-06T10:59:00.643Z,3x3x3,"R2 D2 R2 U2 B L2 U2 B' F2 R2 B2 U' L2 R' D2 F' L D2 L' U'",,
D2-172kpd,20515,2020-12-06T10:59:43.756Z,3x3x3,"F' U L2 F U D2 L2 F L U' L2 D F2 U2 F2 R2 U F2 B2 D'",,
NNUTFw072,18322,2020-12-06T11:00:18.054Z,3x3x3,"B2 F2 R2 B2 R2 U' F2 U2 R2 U2 F' L' D' F R2 U R U R D'",,
o_dAHi8u4,23957,2020-12-06T11:08:17.501Z,3x3x3,"R' D L B2 D L2 U F' B U2 D' F2 R2 U2 B2 L2 D' F2 U L2",,
invTPCqjo,23154,2020-12-06T11:08:58.426Z,3x3x3,"F2 D B2 D L2 U R2 U L2 R' B D2 B R2 D' L' R' B' F R D2",,
DxhCOcq7j,26720,2020-12-06T11:12:00.297Z,3x3x3,"F D F' R' U2 F B R' D' B' L2 U2 D2 B2 U' L2 U L2 U' R2 L2",,
tA_i7OMUc,19082,2020-12-06T11:17:38.166Z,3x3x3,"D2 R2 U2 B' U2 R2 B2 U2 L2 B' L' F2 L' B U' L R2 D F L' R",,
OWvPz67I1,27436,2020-12-06T11:18:49.209Z,3x3x3,"R D2 L' U' R2 D' B U D2 F' B2 D2 R2 D R2 D L2 U2 F2 B2 L2",,
s89q5-VFg,25493,2020-12-06T11:19:42.677Z,3x3x3,"B' L2 D2 L2 U F' R2 B L U D' F2 R2 F2 U F2 D2 R2 B2 U",,
fF4EpgQn9,22408,2020-12-06T11:22:48.556Z,3x3x3,"F2 L2 D' R2 D2 R2 D' R2 B2 U' B2 F U' L D' L' D B L' F'",,
41M8tyoyV,20546,2020-12-06T11:23:40.578Z,3x3x3,"B2 U2 F2 D B2 L2 D' F2 L2 R2 D B' F U' R U2 F L' U' R' F",,
hl0fOjXpE,26942,2020-12-06T15:00:49.525Z,3x3x3,"D' F2 D2 B2 D R2 U' B2 D F2 U' R D B' L U B U2 R' D R",,
nuiXzgbsJ,22627,2020-12-06T15:01:39.848Z,3x3x3,"L2 D2 R' U2 B2 U2 L2 B2 U2 R D2 B D F' L R D' B U2 F' R",,
PoCs0gw-7,22176,2020-12-06T15:02:35.094Z,3x3x3,"U2 F2 U L2 U' F2 D' L2 U' F2 D F D2 B' R D' R2 B' U' F' U2",,
JoAhGHJLs,20970,2020-12-06T15:03:16.038Z,3x3x3,"D2 U2 B L2 D2 F' U2 R2 D2 L2 F' L' U L D2 F' U' F L' F2",,
oSsrHA_yG,23522,2020-12-06T15:05:18.536Z,3x3x3,"D2 U B2 R2 U' B2 L2 D2 L2 F2 L2 B' U2 R2 B L U' B D F2 R",,
dIOhXwsjy,23157,2020-12-06T15:06:03.635Z,3x3x3,"U B2 R2 B2 D F2 D' L2 U F2 U B' L D2 L U2 B2 R2 B D' B2",,
sSbJg2MTi,24798,2020-12-06T15:08:09.395Z,3x3x3,"D2 R2 D2 R2 F' R2 D2 B U2 F2 D2 R D F2 L2 R' F' D2 F' D' U'",,
AdVWf3fez,22145,2020-12-06T15:08:58.193Z,3x3x3,"D L2 F2 D2 B2 D F2 U' L2 U L' B' F2 R F D B L2 U2 F R2",,
P_tv3V2EX,21155,2020-12-06T15:09:39.680Z,3x3x3,"U2 R2 D2 F' L2 B U2 F L2 B2 U' B' D B' R2 U R B' U2 R'",,
Pu72Ih5MS,21394,2020-12-06T15:10:14.833Z,3x3x3,"B U2 L2 B R2 B L' B2 U' B U' L2 U2 L' F'",,
RhLWCGJU5,23570,2020-12-06T15:10:58.559Z,3x3x3,"B2 D' U' L2 U' L2 R2 B2 D' F2 R2 F L B R D' R2 F' D2 R2 B'",,
BpglNLp_D,22257,2020-12-06T15:39:45.332Z,3x3x3,"R2 B2 U2 L2 D B2 F2 R2 U' F2 R D U B' U' B D' F2 L D",,
VQ9Y_uf73,21161,2020-12-06T15:40:37.943Z,3x3x3,"B2 L2 F2 D' U' R2 U' L2 R2 F2 U2 L' B' L' B2 D2 B2 D2 L' B",,
2N5wXFLvN,27639,2020-12-06T15:44:43.458Z,3x3x3,"B2 U' B2 R2 U B2 R2 B2 D2 B2 D' R B2 R' B U L' D2 U L2 U'",,
2tSvWSj0-,22972,2020-12-06T15:46:35.137Z,3x3x3,"D2 U2 L2 F' D2 B L2 B2 L2 R2 D F R D' B L2 F U L'",,
NQbaJLlwH,25660,2020-12-06T15:47:18.723Z,3x3x3,"R2 D R2 D B2 D' L2 B2 U2 F2 U B' L D' R' D' U' B' F U2 L'",,
KsGYM7X9K,23875,2020-12-06T15:48:08.174Z,3x3x3,"L2 B2 D' B2 L2 U2 F2 L2 U' R2 F2 L' B R' F' L2 U L B2 D2 F",,
PvBgX9biH,18348,2020-12-06T15:48:47.360Z,3x3x3,"B2 L2 B2 L2 D F2 D L2 D U2 L2 F' D' F' D2 R U2 F' D' U'",,
htFL_sqUF,19926,2020-12-06T15:49:26.473Z,3x3x3,"R D' L D F2 D F R' U B' L2 D L2 B2 U R2 D2 F2 D L2 B2",,
aOfNDSmU0,27590,2020-12-06T15:50:15.546Z,3x3x3,"U2 B2 U F2 D R B' L U' R' F2 B' D2 R2 F2 D2 R2 B D2 F'",,
nzNYxinp8,21225,2020-12-06T15:50:58.913Z,3x3x3,"B' D2 B' U2 L2 B F D2 U2 L2 F2 R' U' R' U B' U L' D2 L2 F'",,
ixxfUwU8B,20755,2020-12-06T15:51:38.708Z,3x3x3,"U F2 D L2 F2 D R2 B2 U2 B2 F2 L D L2 R' B2 F' D B L2 U",,
tMdXqDHVf,28156,2020-12-06T15:52:28.466Z,3x3x3,"F D2 B' D2 U2 B F2 D2 F' L2 F U L' B D2 L' R' U R2 D'",,
Dcnr24FzV,22598,2020-12-06T15:54:21.305Z,3x3x3,"B' R2 B' D2 B F R2 D2 L2 D2 F D L F2 D F2 R F2 U2 F U'",,
9KaNr2Za4,23937,2020-12-06T15:55:05.166Z,3x3x3,"F2 L2 D2 R B' R' U' F U F2 U2 B2 L2 B' R2 B' L2 U2 F' D2",,
qSSSd51ko,21171,2020-12-06T15:56:02.662Z,3x3x3,"F R2 U2 F D2 B L2 B' L2 R2 B' R' U2 F' R' B2 D L R' D B'",,
JLGi6wsLf,24167,2020-12-06T15:56:47.236Z,3x3x3,"U' L2 B2 D B2 U R2 U2 F2 U L2 B' F2 R B F2 R B' U' R'",,
d-LpZIxcM,22552,2020-12-06T15:57:33.882Z,3x3x3,"D' F2 R2 D' L2 D2 R2 B2 F2 D2 L' B' F' L' D2 B' U B' U2 R'",,
pUiH7x8D5,20322,2020-12-06T15:58:17.040Z,3x3x3,"R B2 R2 B2 U R F' B L' U2 D F2 U' F2 B2 L2 U L2 U2 B2",,
kgOj06XVo,22150,2020-12-06T15:58:59.926Z,3x3x3,"B2 U' L2 F2 L2 D2 F2 D' R2 U2 L2 F L2 D' B2 R' U' R' D2 L U",,
QIlMqSggK,25523,2020-12-06T15:59:47.607Z,3x3x3,"D2 L2 F2 D' F2 D R2 U R2 U2 L F' R2 D2 B D' L2 B' R' F' D2",,
qGnA69ROF,21424,2020-12-06T16:00:35.056Z,3x3x3,"R B2 D' B L B' D' R2 F U L2 U R2 F2 B2 U2 F2 U B2 R2",,
mPRndlPEV,24006,2020-12-06T16:01:26.323Z,3x3x3,"B L2 B' F2 D2 F2 U2 R2 D2 L' B' L2 D2 B' U' L' R2 D' L'",,
1gkGraq_o,22754,2020-12-06T16:02:06.759Z,3x3x3,"R' D2 B2 L D2 L' D2 B2 D2 L2 U2 B' U2 L U' R' B' U' F L2",,
nfGbeKgC9,24474,2020-12-06T16:02:50.945Z,3x3x3,"U' R2 D R2 F2 D B2 R2 U L2 B2 L D' B' L2 D2 R D F' D2",,
YH7abrF9i,18830,2020-12-06T16:03:29.559Z,3x3x3,"F' U2 R2 U2 B' R2 B F2 L' R' B U2 F R F U' F D' B'",,
SUZzDKaO9,27832,2020-12-06T16:04:15.622Z,3x3x3,"F D B' L' U' D L2 B' R F U2 B2 R2 D2 F2 U F2 B2 L2 U F2",,
oRHjOvcHk,17487,2020-12-06T16:04:57.253Z,3x3x3,"F2 U' B2 U L2 D' U2 L2 F2 R2 F2 L' U L2 B D2 B U' L B R2",,
tO0-IVWeL,21657,2020-12-06T16:05:39.070Z,3x3x3,"B2 D' U' L2 D' L2 F2 R2 U R2 B' U2 F L' F2 D B' L2 F D' F",,
GEJtRByUF,19470,2020-12-06T16:06:18.396Z,3x3x3,"F' L2 U2 R2 D2 F U2 F2 D2 F' D2 R' U L' B2 D' F2 U F2 R B'",,
4hHHszzPU,22212,2020-12-06T16:07:01.310Z,3x3x3,"L2 B2 F2 D' R2 U2 B2 L2 U' R2 F2 R' B L U2 B D' L' B' F' D2",,
LMLlxlybz,22235,2020-12-06T16:07:42.440Z,3x3x3,"B2 D L2 R2 D F2 R2 F2 L2 D' U' F' D' L' D2 U2 L' D' L2 F2 R",,
f7mBYOv0f,27748,2020-12-06T16:08:35.614Z,3x3x3,"F2 R2 F R2 F' D2 R2 B D2 F' L2 D' U L B D L D F' R' F2",,
bes4eDJZc,21833,2020-12-06T16:09:17.824Z,3x3x3,"F' L2 D2 U2 F2 R2 B' U2 B F' U F' L R' B' L2 U' R' B' D' B2",,
-oWwh6Obe,19908,2020-12-06T16:10:12.391Z,3x3x3,"D F2 R' U2 F' B2 D R2 U' R B2 U' B2 L2 F2 B2 D' F2 B2 U' L2",,
BweBXuqWH,19145,2020-12-06T16:11:52.893Z,3x3x3,"F2 R' D2 B2 U2 R' F2 L2 R' U2 F2 U' R B' U F2 L' D' F' L' D",,
iJ50EcFHb,23186,2020-12-06T16:12:41.334Z,3x3x3,"D2 R2 D F2 R2 F2 U' F2 D' B2 F' L F' R2 U2 R' B U' L' D U",,
6QxjD4pIJ,21819,2020-12-06T16:14:19.773Z,3x3x3,"L2 U L2 D2 B2 D' L2 R2 U2 R2 F2 R D2 U2 B D2 L' U' B F' D'",,
91avcQFmo,21600,2020-12-06T16:15:02.122Z,3x3x3,"R' F2 D2 R F2 U2 R D2 R2 F2 L' F L' F L2 U R2 F2 L",,
UQ9WXLoqX,18415,2020-12-06T16:15:40.052Z,3x3x3,"D2 F L2 U2 R2 F' L2 F D2 B2 U2 L' U F U L' D' R' U R2 U2",,
xZw0J3pXP,22148,2020-12-06T16:16:23.403Z,3x3x3,"D2 R2 D2 U2 R2 F' D2 F2 U2 B U2 L D F2 D U' L' D' U2 B U2",,
BAjx9C_WZ,25013,2020-12-06T16:17:18.137Z,3x3x3,"U L2 F2 U L2 B2 U' F2 L2 U' L2 B' L2 D L2 F D2 U B",,
JIverQu_S,21187,2020-12-06T16:18:08.257Z,3x3x3,"U' B' L B2 L' U' L D B U' L2 B2 D2 B2 D' F2 L2 D' R2",,
6YV52gGA6,21918,2020-12-06T16:18:52.449Z,3x3x3,"F U2 F R2 B' F2 U2 R2 F' U2 L2 U' L D B' D F R' U' L' F",,
VM3Peh7KB,24148,2020-12-06T16:21:18.680Z,3x3x3,"B' D F R D L' B D' B' L2 D' L2 B2 D' B2 R2 D B2 U B2",,
RAO8zzsfL,22412,2020-12-06T16:22:06.251Z,3x3x3,"F R2 B U2 B' D2 F' R2 D2 B F2 D' R' U B' R F2 U F' L B",,
7KK_ugFV6,23144,2020-12-06T16:22:49.661Z,3x3x3,"L2 F2 D2 B2 D L2 B2 D' R2 B2 D F D U' B' U' R' F U B2 F2",,
pS9UQ4hyE,24141,2020-12-06T16:24:23.384Z,3x3x3,"R2 U' B' U2 R U' L F' L D B2 R' U2 L' U2 L B2 D2 L2 B2 L",,
sBC-gEOCa,21947,2020-12-06T16:25:08.772Z,3x3x3,"B2 L R2 B2 U2 F2 D2 R' U2 F2 L2 B U2 R D L F R2 F'",,
Ar1lzmops,25346,2020-12-06T16:27:30.823Z,3x3x3,"B2 U2 B2 U' B2 R2 U' L2 D' F2 D B U2 B F2 R' U2 B' D' L2 F'",,
mBzBIqs4L,24312,2020-12-06T16:28:17.318Z,3x3x3,"B' L2 D2 F2 R2 F U2 L2 R2 B2 L D F' L F2 U2 F2 L' F' U'",,
AH6Dwr6Yr,21634,2020-12-06T16:29:04.537Z,3x3x3,"D2 L D' R F B2 L D R2 B D2 R2 L' D2 F2 B2 L2 F2 R' B2 R'",,
grpEDBgdQ,20486,2020-12-06T16:29:45.135Z,3x3x3,"U2 B' U2 B' R2 F' L2 U2 R2 F L2 U' F2 R F L2 U2 B U' L B2",,
gSfmxWsAh,24737,2020-12-06T16:30:32.203Z,3x3x3,"U2 F' U2 L2 U2 B' R2 F' U2 F' L2 U F R' U2 R B L R' B2",,
MANHABF5X,27690,2020-12-06T16:31:17.630Z,3x3x3,"B D2 F' R2 B2 L2 D2 F' D2 F2 D2 U' B2 F D' R D F2 L",,
24WIFY8LI,24441,2020-12-06T16:32:02.650Z,3x3x3,"U' R' D B2 R2 F' U' L' F' L2 B2 U R2 D F2 D R2 F2 U'",,
jTsgSS8wW,26541,2020-12-06T16:32:46.774Z,3x3x3,"F2 U2 L2 F2 U' L2 U2 B2 U2 B2 U L F D2 U L F D2 U'",,
7eFo9tVX5,25809,2020-12-06T16:33:33.423Z,3x3x3,"U' R2 D' R2 F2 L2 U' L2 D2 U' R2 F' R' B2 U' L D L R2 F D",,
zlUTdZn0D,26318,2020-12-08T11:17:09.195Z,3x3x3,"D' L D2 F R' U2 D' F U' L2 B U2 F2 L2 D2 R2 L2 F' L2 B'",,
8O4VQJT2K,20154,2020-12-08T11:18:33.843Z,3x3x3,"F2 U2 L2 U F2 U' R2 B2 R2 D2 U' L D B' D2 R F' U2 B2 F' D",,
XXk_FwjmR,25891,2020-12-08T11:20:56.942Z,3x3x3,"R' F' B' L F' B' R' F U D' R' B2 L F2 U2 R' B2 L U2 F2 L'",,
WWWtta-p-,18588,2020-12-08T11:21:36.277Z,3x3x3,"L2 B' F2 R2 B L2 F' L2 B U2 F' U' L' U2 B2 D2 F' R2 D F2 U2",,
JkO9839Sg,23694,2020-12-08T11:22:44.875Z,3x3x3,"L2 D2 F2 L2 U2 B2 F' R2 F' D2 B' U R B2 F2 D U2 L2 U' L' R",,
ikxQgiWb6,15570,2020-12-08T11:23:30.550Z,3x3x3,"R2 F2 U' F2 R2 U L2 B2 L2 U R2 B' R U R' D2 U' L F2 R F",,
kzea1Zvhk,26369,2020-12-08T11:24:16.964Z,3x3x3,"L2 U R2 D2 U L2 R2 U' L2 R' F2 R B D R' D2 U R2 U",,
5crI5kIf9,20535,2020-12-08T11:26:22.136Z,3x3x3,"B D2 R2 F L2 F2 U2 F' U2 L2 F' R' D2 U R2 B2 D2 L' B R2 D2",,
nNeuiItsF,24711,2020-12-08T11:27:18.006Z,3x3x3,"R D R' F' U2 L' F B R D2 F2 D2 R' B2 D2 L U2 R2",,
IDU1tmTrC,24216,2020-12-08T11:28:01.948Z,3x3x3,"D2 L2 D R2 B2 D B2 U' B2 R2 D' L' D' B F R' U' B U2 F",,
_UK37vxcP,20710,2020-12-08T11:28:43.624Z,3x3x3,"L2 D' B2 R2 D' L2 B2 U2 R2 B2 D' L U F' R' F' L' B L U L",,
1NmTTwRhK,25489,2020-12-08T11:29:26.643Z,3x3x3,"F2 U B2 U' B2 U R2 D' F2 R2 D F D R U B2 L' B D' R2 D2",,
WD8kH2wAO,20366,2020-12-08T11:30:05.691Z,3x3x3,"B2 R' F2 L F2 R2 D2 R' D2 R F2 U' F' U2 L U B R' D U L",,
G9o-4Z3s3,22256,2020-12-08T11:32:02.598Z,3x3x3,"F D' B R2 U2 L D2 B' R' D B2 L2 F2 U' R2 U2 D' F2 U2",,
hzQU1Gfx7,21152,2020-12-08T11:33:00.442Z,3x3x3,"U2 R2 F2 L2 B' F' U2 F' L2 F' U2 R F' R B2 L2 U B U R' U",,
D1TlYdfHc,20581,2020-12-08T11:33:45.609Z,3x3x3,"U2 L2 U L2 U B2 D' B2 U' F2 D' F D' B' D L' D2 R2 D' B U2",,
1Pgpxp4qo,23800,2020-12-08T11:34:32.361Z,3x3x3,"U' R2 D' R2 D2 U' L2 B2 L2 R2 U' L R' F L2 U F2 D R' F' U2",,
zQcfcUnjQ,18211,2020-12-08T11:36:33.805Z,3x3x3,"L2 B2 L2 D2 L2 R2 D' L2 D2 B2 U' F' R B' F2 R U' L2 R B' D",,
8tNufpMwt,19258,2020-12-08T11:37:17.219Z,3x3x3,"L' U2 R2 D2 B2 L D2 U2 B2 L' U2 B' U L2 D' U2 F' R' B2 U' L'",,
9aQA1XJr_,18980,2020-12-08T11:40:12.476Z,3x3x3,"U F2 R2 F2 D' L2 B2 D' F2 D' L2 F D' U F' U L' D' R U2 F",,
ALU_xy3pj,26273,2020-12-08T11:43:00.103Z,3x3x3,"R2 U2 L2 U2 R2 B R2 B F U2 B2 U B F' U' L R' U F L2 U2",,
CtjhzoiD4,29153,2020-12-08T11:43:50.292Z,3x3x3,"F2 R2 B R' F U' B2 R' D' F' D' R2 F2 R2 U2 F2 D B2 L2 D2 B2",,
2BeYDT2wn,25175,2020-12-08T11:44:34.617Z,3x3x3,"B' R2 F2 R2 D2 U2 B L2 D2 R2 U2 R' U2 B R U' B D R' B' L'",,
1aT1uz8-Z,28468,2020-12-08T11:46:34.390Z,3x3x3,"L2 U' F2 D F2 D2 B2 R2 U R2 B2 F R' U' F2 U L2 R U' B' L'",,
2ICoXAWY3,20143,2020-12-08T11:47:13.533Z,3x3x3,"B2 U B2 D U2 L2 D R2 U' B2 L2 B L R2 B2 R2 D2 F' R2 D",,
biGWd7e5-,26902,2020-12-08T11:48:29.867Z,3x3x3,"B' D2 F U2 B2 U2 F2 U2 L2 B' L U L B2 D2 R' F L2 B F",,
C9-6QAsuP,23148,2020-12-08T11:49:13.140Z,3x3x3,"D' F' U' L' U R L F' L F L2 B2 R2 U2 R2 L2 F2 B' L2 B",,
nGnEmN-Di,19553,2020-12-08T11:49:59.836Z,3x3x3,"B2 R2 D2 R2 D' U2 F2 U' L2 D' L2 R F D2 F U' L2 F U B2 R",,
4aRlCONmu,23139,2020-12-08T11:51:43.652Z,3x3x3,"B2 U F2 D L2 U' B2 L2 U F2 U2 F U' L R B' F' L U F R2",,
oJb4cwXHk,23155,2020-12-08T11:52:27.436Z,3x3x3,"F' R2 D2 U2 B D2 B' L2 R2 U2 B2 U L' F' L F' D2 B U2 B2",,
ZcSaw9hoD,19010,2020-12-08T11:53:08.658Z,3x3x3,"D R2 U2 L2 D' L2 D F2 D2 L2 R2 B' D' F R2 B' R' F' R2 B2 R",,
QMJ3o0rud,18888,2020-12-08T11:53:51.596Z,3x3x3,"U' B2 R2 F2 L2 D2 B2 D L2 F2 U F U F' L' B2 D' R' B' F L2",,
fjZIm2B2F,20256,2020-12-08T11:54:29.280Z,3x3x3,"R' F' B2 U' L' U' R U2 L2 F U2 D' R2 U D R2 L2 D2 R2 B2",,
PrRKh3bGy,23469,2020-12-08T11:56:29.725Z,3x3x3,"U B D' R' D2 R2 B R U' F2 U2 D2 L2 U2 F' U2 B' U2 B2 D2",,
0GR_7rO1f,23006,2020-12-08T11:57:13.463Z,3x3x3,"B D2 U2 B R2 U2 B2 F U2 F2 D2 L' U2 R B D' L D2 F2 D2 F'",,
w9fBx_e9x,16564,2020-12-08T11:57:48.287Z,3x3x3,"D2 F R2 F' L2 B L2 B R2 D2 B2 D' F' L2 B2 L' B2 D2 F L2 F'",,
ugpbbe5Vl,19878,2020-12-08T11:58:28.720Z,3x3x3,"D2 B R2 D2 U2 B2 U2 R2 D2 B R2 U R F' L R' F L F2 U' R",,
cuTvXVRNa,19145,2020-12-08T12:01:13.290Z,3x3x3,"D F U' R' U D2 F2 R B' R' D2 R U2 D2 L' B2 R' L F2 R2",,
-DkINlFCy,19756,2020-12-08T12:02:48.825Z,3x3x3,"B2 L U2 B2 D2 F2 L B2 R' B2 U2 B R' F' D' U2 F U' R' D' F",,
7FWpAR8J7,21460,2020-12-08T12:03:30.287Z,3x3x3,"U2 L2 B' R2 B' L2 B U2 B2 L2 B U' B' F L' D' U B' U' F2",,
iEqZEkKUj,22150,2020-12-08T12:04:23.358Z,3x3x3,"D2 R B2 R2 B2 U2 R' D2 R2 D2 R2 U' B U2 R' F D2 B2 R2 B2",,
AyzsHzOP9,21600,2020-12-08T12:05:05.297Z,3x3x3,"F2 U' L2 U' F2 D' B2 D2 L2 U2 L' B U R2 U2 R2 B' F L' F'",,
J0BivtBGJ,20617,2020-12-08T12:05:55.360Z,3x3x3,"B2 U' R2 D L2 B2 D2 R2 D2 R2 F L' U R F2 D' L' D' F U2",,
dzAwQdmn7,22881,2020-12-08T12:08:15.332Z,3x3x3,"U B2 L2 D2 B2 R2 D U2 B2 D F2 L' D2 F L' R B' U' F' R2 B2",,
gMAPWOpHt,18154,2020-12-08T12:10:05.668Z,3x3x3,"U2 R D2 R' F2 D2 B2 R' U2 L D2 B L R F' U R2 B' R2 U B'",,
hqTlBo5lE,21599,2020-12-08T12:10:56.346Z,3x3x3,"L2 F2 D2 R2 D R2 U2 F2 D2 F2 L2 R B U R2 D F2 L R2 B R2",,
MSGS4pmQ5,22157,2020-12-08T12:11:44.109Z,3x3x3,"D2 R2 U L2 B2 F2 U B2 D2 L2 B2 F R U2 B2 D2 R2 D2 F' D2 R",,
gP_OjhGR6,20608,2020-12-08T12:12:27.138Z,3x3x3,"R U2 L' F2 D2 L' B2 R' D2 U2 R F D L2 F R' B2 L2 R D' L",,
-eTtml5CH,22282,2020-12-08T12:13:12.723Z,3x3x3,"L' F2 D2 F2 L2 R' D2 R F2 L' D2 F' L2 U2 B2 D F' L U R",,
SxIsZteBn,23446,2020-12-08T12:13:59.752Z,3x3x3,"B R2 F L2 F' L2 D2 L2 F2 L2 B D' U' L' B R2 B2 R2 F U' B'",,
yo1VqEBGv,22324,2020-12-08T12:14:41.343Z,3x3x3,"B2 D2 L2 D2 F2 D' B2 R2 U' F2 U' B' R U F R U L' U' B' D",,
WwYXet4c0,17465,2020-12-08T12:15:25.843Z,3x3x3,"L' B R U2 L' F2 U2 B' D R U2 B2 L' D2 R2 B2 R U2 D2 F2",,
JfK4j39gy,24463,2020-12-08T12:17:20.190Z,3x3x3,"R F2 D2 L B2 R U2 L' U2 F2 D2 U' B2 F' D2 R2 B2 L R D",,
nFjWEFrK-,20846,2020-12-08T12:18:05.883Z,3x3x3,"R2 D2 B U2 R2 F U2 B' D2 U2 F D' B L' F' U' B L B' D R2",,
q5JqSgnV3,26263,2020-12-08T12:19:15.318Z,3x3x3,"L B U2 D F' B D B2 U F2 L B2 U2 D2 R' F2 U2 R B2 R",,
98aCLbloC,20146,2020-12-08T12:19:52.410Z,3x3x3,"R' U2 B' R L U L D2 F D' R2 D' L2 B2 L2 F2 D L2 B2 D'",,
eowB2TLAA,24992,2020-12-08T15:41:46.940Z,3x3x3,"D' B2 R' U' F R' B2 U2 B' U2 L B2 U2 F2 R' F2 R U2 L' D2",,
YxkKxSzv_,24142,2020-12-08T15:42:35.940Z,3x3x3,"F2 R2 D2 L F2 U2 F2 R U2 F2 L' U R D L D2 F U2 F L2 R2",,
DAxbg9NPm,23612,2020-12-08T15:43:26.226Z,3x3x3,"B D B2 R F R2 L' B' L2 U B U2 L2 B L2 U2 F2 U2 B2 L2 D2",,
TsjRWYEwt,21149,2020-12-08T15:44:10.598Z,3x3x3,"B' D2 F2 R' B' L' D L2 U' F2 B2 R B2 R F2 L' U2 L' B2 R'",,
ZTzy92gOB,20627,2020-12-08T15:46:51.941Z,3x3x3,"B2 D2 B L2 F2 D2 F' D2 L2 R2 B' U B L' F' U2 R2 B' F2 D",,
r9TB6uyxW,22442,2020-12-08T15:47:30.750Z,3x3x3,"U2 L2 D' F2 D R2 B2 L2 D2 B2 U2 B' L' R2 F2 D B' U L R' F",,
dKl7nfXYd,24156,2020-12-08T15:48:19.731Z,3x3x3,"D B2 R' F' L' F L2 D' B' U D' L2 D' L2 U F2 B2 U2 R2 D'",,
jwpZULTuR,22841,2020-12-08T15:51:12.479Z,3x3x3,"D2 U2 L D2 R' U2 L2 U2 F2 L2 F2 D L D2 L B U' F L2 B U",,
RE0pi5sh_,19489,2020-12-08T15:51:53.289Z,3x3x3,"F2 B' U2 L U2 B2 R' F2 U' B' U' L2 D' R2 B2 D' F2 D R2 L2 F2",,
9QMC31oHp,25980,2020-12-08T15:52:39.568Z,3x3x3,"B2 D' F2 U2 F2 L2 U2 L2 D' F2 U L F L' D2 L' F' L2 B F2 R'",,
dk-R2OzEL,27282,2020-12-08T15:53:29.139Z,3x3x3,"R D2 L2 F2 U2 F2 R' F2 R' B2 L D L' D F U B' D2 R D L",,
hzMC2B5ql,28372,2020-12-08T15:54:28.313Z,3x3x3,"R2 D' R2 U2 L2 D' B2 U' L2 F2 U2 R' B F U' L2 R U F2 D R2",,
qr6YcYJAk,19912,2020-12-08T15:55:11.058Z,3x3x3,"F2 L2 F' L2 F2 U2 L2 U2 B D2 B D' B2 R B' U2 F U R D' L",,
ugF6Go65J,23981,2020-12-08T15:56:13.078Z,3x3x3,"F' U2 B R2 F' U2 F R2 B' D2 R2 U B' D2 R' F' U2 B' L D U",,
-H2Gb8cEx,21440,2020-12-08T15:56:54.850Z,3x3x3,"L2 F L2 B F2 R2 B2 L2 D2 R2 B U' L' U2 B' F U' B U' B2 U",,
tu5gwV7d0,19315,2020-12-08T15:58:40.871Z,3x3x3,"L B2 R U2 L' D2 R2 U2 L' D2 R2 B' F' R B' L2 D R2 U2 L2 R2",,
geqs-CsjQ,25450,2020-12-08T15:59:25.249Z,3x3x3,"L2 D2 F D2 U2 L2 F' D2 L2 B2 L2 D' F2 R2 B' D' R2 B L' B' F'",,
